protocol,mechanisms,seed,features,model,accuracy,bal_acc,eer,auc,fold
P2_random_kfold,M2,0,Transfer(GNB+NMF),GNB,67.93922867160109,67.9397053219437,31.58031477740645,0.7731707399326199,1.0
P2_random_kfold,M2,0,Transfer(GNB+NMF),LR,77.48344370860927,77.48337925382849,22.37371301770159,0.8588564616375574,1.0
P2_random_kfold,M2,0,Transfer(GNB+NMF),RF,86.22256849759772,86.22243505650414,13.595635473329581,0.9442120279097689,1.0
P2_random_kfold,M2,0,Transfer(GNB+NMF),KNC,91.50759641604986,91.50837866366301,7.687246018069183,0.9709876335038631,1.0
P2_random_kfold,M2,0,MFCC,GNB,65.07792207792208,65.07792207792208,34.77922077922078,0.7195745656940462,2.0
P2_random_kfold,M2,0,MFCC,LR,80.9090909090909,80.9090909090909,19.090909090909093,0.8864833192781244,2.0
P2_random_kfold,M2,0,MFCC,RF,89.96103896103897,89.96103896103897,10.18181818181818,0.9618018552875696,2.0
P2_random_kfold,M2,0,MFCC,KNC,94.1948051948052,94.1948051948052,4.493506493506493,0.9850421993590824,2.0
P2_random_kfold,M2,0,Transfer(GNB+NMF),GNB,67.79220779220779,67.79220779220779,31.649350649350648,0.7779997638724911,2.0
P2_random_kfold,M2,0,Transfer(GNB+NMF),LR,78.12987012987013,78.12987012987014,21.92207792207792,0.8610683757800641,2.0
P2_random_kfold,M2,0,Transfer(GNB+NMF),RF,86.83116883116882,86.83116883116884,13.168831168831172,0.9437751391465677,2.0
P2_random_kfold,M2,0,Transfer(GNB+NMF),KNC,91.0909090909091,91.0909090909091,7.571428571428572,0.9669591162084668,2.0
P2_random_kfold,M2,0,MFCC,GNB,66.67532467532467,66.67532467532467,32.597402597402606,0.7375724068139653,3.0
P2_random_kfold,M2,0,MFCC,LR,80.74025974025975,80.74025974025973,19.11688311688312,0.8873794906392309,3.0
P2_random_kfold,M2,0,MFCC,RF,90.70129870129871,90.70129870129871,9.610389610389612,0.9669168493843817,3.0
P2_random_kfold,M2,0,MFCC,KNC,94.83116883116884,94.83116883116884,3.8441558441558414,0.9872901332433801,3.0
P2_random_kfold,M2,0,Transfer(GNB+NMF),GNB,68.5974025974026,68.59740259740259,30.48051948051948,0.7776589981447124,3.0
P2_random_kfold,M2,0,Transfer(GNB+NMF),LR,78.37662337662337,78.37662337662337,21.649350649350644,0.8650710743801653,3.0
P2_random_kfold,M2,0,Transfer(GNB+NMF),RF,87.0,87.00000000000001,12.75324675324675,0.9514066453027492,3.0
P2_random_kfold,M2,0,Transfer(GNB+NMF),KNC,91.6103896103896,91.6103896103896,7.727272727272726,0.9690764041153652,3.0
P2_random_kfold,M2,0,MFCC,GNB,67.0909090909091,67.0909090909091,32.67532467532468,0.7366643953449149,4.0
P2_random_kfold,M2,0,MFCC,LR,81.61038961038962,81.61038961038962,18.38961038961039,0.8941771630966436,4.0
P2_random_kfold,M2,0,MFCC,RF,90.92207792207793,90.92207792207792,9.467532467532468,0.966622297183336,4.0
P2_random_kfold,M2,0,MFCC,KNC,94.8051948051948,94.8051948051948,3.857142857142855,0.9877843818519144,4.0
P2_random_kfold,M2,0,Transfer(GNB+NMF),GNB,69.68831168831169,69.68831168831169,29.714285714285715,0.7961088885140835,4.0
P2_random_kfold,M2,0,Transfer(GNB+NMF),LR,79.0909090909091,79.0909090909091,20.90909090909091,0.8718420644290774,4.0
P2_random_kfold,M2,0,Transfer(GNB+NMF),RF,87.23376623376623,87.23376623376625,12.376623376623378,0.949661123292292,4.0
P2_random_kfold,M2,0,Transfer(GNB+NMF),KNC,91.64935064935065,91.64935064935065,7.311688311688312,0.9718229718333613,4.0
P3_presplit_smote_kfold,M1+M2,0,MFCC,GNB,66.58875470718088,66.58942018770635,32.56719961420039,0.7427363106900889,0.0
P3_presplit_smote_kfold,M1+M2,0,MFCC,LR,81.44396831580313,81.44389886924294,18.504089003699498,0.8960487240622271,0.0
P3_presplit_smote_kfold,M1+M2,0,MFCC,RF,93.948837813271,93.94919181052653,6.090119955349767,0.982284850957923,0.0
P3_presplit_smote_kfold,M1+M2,0,MFCC,KNC,93.75405791455655,93.75484188623633,2.6229618213518506,0.982917542078799,0.0
P3_presplit_smote_kfold,M1+M2,0,Transfer(GNB+NMF),GNB,70.23763147643163,70.2377726142982,29.69744070523089,0.8038615033369643,0.0
P3_presplit_smote_kfold,M1+M2,0,Transfer(GNB+NMF),LR,78.50928450850539,78.50920826771255,21.64654146165442,0.8708349661245013,0.0
P3_presplit_smote_kfold,M1+M2,0,Transfer(GNB+NMF),RF,91.10505129204,91.10512027572531,8.765093903759183,0.9694525624985246,0.0
P3_presplit_smote_kfold,M1+M2,0,Transfer(GNB+NMF),KNC,93.03986495260355,93.04063710893107,5.609920850377875,0.9768011344666759,0.0
P3_presplit_smote_kfold,M1+M2,0,MFCC,GNB,67.614595507077,67.61382943205847,31.749125711992498,0.7530854525894775,1.0
P3_presplit_smote_kfold,M1+M2,0,MFCC,LR,81.41799766264121,81.41798217363005,18.530059657299336,0.8944162251666796,1.0
P3_presplit_smote_kfold,M1+M2,0,MFCC,RF,93.83196987404233,93.83162410168381,6.232956863961799,0.9819401943162005,1.0
P3_presplit_smote_kfold,M1+M2,0,MFCC,KNC,93.7021166082327,93.70132905266637,2.5191668886813026,0.9855158889409734,1.0
P3_presplit_smote_kfold,M1+M2,0,Transfer(GNB+NMF),GNB,69.91299831190754,69.9125678268758,29.02220371163503,0.7950557622071515,1.0
P3_presplit_smote_kfold,M1+M2,0,Transfer(GNB+NMF),LR,78.57421114141022,78.57418380113785,21.334890246082143,0.8727493280544436,1.0
P3_presplit_smote_kfold,M1+M2,0,Transfer(GNB+NMF),RF,91.28684586417349,91.28692159567258,8.726142981920704,0.9691427087583928,1.0
P3_presplit_smote_kfold,M1+M2,0,Transfer(GNB+NMF),KNC,92.4555252564602,92.45469046663541,5.674312963069132,0.9764137498440276,1.0
P3_presplit_smote_kfold,M1+M2,0,MFCC,GNB,66.5974025974026,66.5974025974026,32.96103896103896,0.7382964074886154,2.0
P3_presplit_smote_kfold,M1+M2,0,MFCC,LR,81.46753246753246,81.46753246753246,18.545454545454543,0.8915881936245573,2.0
P3_presplit_smote_kfold,M1+M2,0,MFCC,RF,93.28571428571428,93.28571428571428,6.701298701298701,0.9805975375274076,2.0
P3_presplit_smote_kfold,M1+M2,0,MFCC,KNC,93.03896103896105,93.03896103896103,2.6493506493506485,0.9823723393489627,2.0
P3_presplit_smote_kfold,M1+M2,0,Transfer(GNB+NMF),GNB,68.85714285714286,68.85714285714286,30.35064935064935,0.7874635182998818,2.0
P3_presplit_smote_kfold,M1+M2,0,Transfer(GNB+NMF),LR,79.36363636363636,79.36363636363637,20.597402597402596,0.8764138977905213,2.0
P3_presplit_smote_kfold,M1+M2,0,Transfer(GNB+NMF),RF,89.64935064935065,89.64935064935065,10.402597402597404,0.9636831843481195,2.0
P3_presplit_smote_kfold,M1+M2,0,Transfer(GNB+NMF),KNC,92.33766233766234,92.33766233766234,5.324675324675322,0.9768158542755946,2.0
P3_presplit_smote_kfold,M1+M2,0,MFCC,GNB,67.1038961038961,67.1038961038961,32.37662337662338,0.748108213864058,3.0
P3_presplit_smote_kfold,M1+M2,0,MFCC,LR,80.8051948051948,80.80519480519482,19.11688311688312,0.8903358407825941,3.0
P3_presplit_smote_kfold,M1+M2,0,MFCC,RF,93.42857142857143,93.42857142857143,6.740259740259738,0.979849013324338,3.0
P3_presplit_smote_kfold,M1+M2,0,MFCC,KNC,93.35064935064935,93.35064935064935,2.6233766233766236,0.9826076572777872,3.0
P3_presplit_smote_kfold,M1+M2,0,Transfer(GNB+NMF),GNB,69.28571428571428,69.28571428571428,29.688311688311693,0.7962784955304436,3.0
P3_presplit_smote_kfold,M1+M2,0,Transfer(GNB+NMF),LR,78.37662337662337,78.37662337662337,21.545454545454547,0.8632385899814472,3.0
P3_presplit_smote_kfold,M1+M2,0,Transfer(GNB+NMF),RF,89.50649350649351,89.50649350649351,10.376623376623378,0.9602601450497553,3.0
P3_presplit_smote_kfold,M1+M2,0,Transfer(GNB+NMF),KNC,92.28571428571428,92.28571428571428,5.38961038961039,0.9760009445100354,3.0
P3_presplit_smote_kfold,M1+M2,0,MFCC,GNB,66.71428571428571,66.71428571428571,32.81818181818182,0.7396162253331084,4.0
P3_presplit_smote_kfold,M1+M2,0,MFCC,LR,81.0,81.0,18.96103896103896,0.8932385899814471,4.0
P3_presplit_smote_kfold,M1+M2,0,MFCC,RF,93.42857142857143,93.42857142857144,6.636363636363635,0.9795658627087198,4.0
P3_presplit_smote_kfold,M1+M2,0,MFCC,KNC,93.32467532467533,93.32467532467533,2.649350649350651,0.9827307471749029,4.0
P3_presplit_smote_kfold,M1+M2,0,Transfer(GNB+NMF),GNB,69.77922077922078,69.77922077922078,30.25974025974026,0.789258559622196,4.0
P3_presplit_smote_kfold,M1+M2,0,Transfer(GNB+NMF),LR,78.62337662337663,78.62337662337661,21.363636363636367,0.870378343734188,4.0
P3_presplit_smote_kfold,M1+M2,0,Transfer(GNB+NMF),RF,89.97402597402598,89.97402597402598,10.0,0.9633268342047564,4.0
P3_presplit_smote_kfold,M1+M2,0,Transfer(GNB+NMF),KNC,92.93506493506494,92.93506493506494,5.064935064935063,0.9795573958509025,4.0
P0_speaker_disjoint,none,1,MFCC,GNB,65.60860440713536,65.6242782125135,34.05061287414229,0.7241740135857784,
P0_speaker_disjoint,none,1,MFCC,LR,80.84994753410282,80.89930419342184,18.80906269141563,0.8817108170049345,
P0_speaker_disjoint,none,1,MFCC,RF,83.60440713536201,83.67888285535345,14.4020124020124,0.9364774705951175,
P0_speaker_disjoint,none,1,MFCC,KNC,84.2339979013641,84.30644395350278,14.427807486631018,0.9097856144914968,
P0_speaker_disjoint,none,1,Transfer(GNB+NMF),GNB,67.75970619097586,67.80540815834934,32.502453561277086,0.771306203070909,
P0_speaker_disjoint,none,1,Transfer(GNB+NMF),LR,78.54144805876182,78.58639082168494,21.53703741939036,0.8673915168032814,
P0_speaker_disjoint,none,1,Transfer(GNB+NMF),RF,80.35152151101784,80.45025774437539,16.23745517863165,0.9222590657884777,
P0_speaker_disjoint,none,1,Transfer(GNB+NMF),KNC,81.66316894018888,81.7348364407188,16.625496390202272,0.8943705049587403,
P1_random_holdout,M2,1,MFCC,GNB,66.65801090625811,66.65663308653963,33.47182101387709,0.7363559493466035,
P1_random_holdout,M2,1,MFCC,LR,81.14775383017398,81.14795484888943,18.904182006985746,0.887432401451093,
P1_random_holdout,M2,1,MFCC,RF,91.04128797714878,91.04068724629472,8.880810778007039,0.9687820798101172,
P1_random_holdout,M2,1,MFCC,KNC,94.70267462996624,94.70152796321021,3.7916009224420426,0.9871135925341532,
P1_random_holdout,M2,1,Transfer(GNB+NMF),GNB,70.89067774603998,70.8903318903319,28.979487801917703,0.8012002535367021,
P1_random_holdout,M2,1,Transfer(GNB+NMF),LR,78.21345105167488,78.21338889563188,21.734609108440885,0.8654874512818439,
P1_random_holdout,M2,1,Transfer(GNB+NMF),RF,87.04232666839782,87.0424134536284,12.698008118568868,0.9490639371013203,
P1_random_holdout,M2,1,Transfer(GNB+NMF),KNC,92.65125941313944,92.64990357513723,6.69966689592858,0.9761370716510904,
P2_random_kfold,M2,1,MFCC,GNB,66.09531229710427,66.09476034222853,33.82677462760558,0.7288493796517687,0.0
P2_random_kfold,M2,1,MFCC,LR,80.91156992598364,80.91164042397489,19.10141740887002,0.885326799920412,0.0
P2_random_kfold,M2,1,MFCC,RF,91.07908063887807,91.07878540571348,9.349435295942698,0.9661999075969473,0.0
P2_random_kfold,M2,1,MFCC,KNC,94.88378132710038,94.88322142671663,3.7918435757957982,0.9867313600447852,0.0
P2_random_kfold,M2,1,Transfer(GNB+NMF),GNB,67.3289183222958,67.32857378923336,31.89196262060453,0.7693897351674552,0.0
P2_random_kfold,M2,1,Transfer(GNB+NMF),LR,78.26256330346708,78.26264387391369,21.867290331065973,0.8627367828224748,0.0
P2_random_kfold,M2,1,Transfer(GNB+NMF),RF,86.88482015322685,86.88495819942197,13.011294081146069,0.9467433994206262,0.0
P2_random_kfold,M2,1,Transfer(GNB+NMF),KNC,92.13089209193612,92.13014329217913,6.8692530528417315,0.974182013779521,0.0
P2_random_kfold,M2,1,MFCC,GNB,66.44591611479028,66.44660014096524,32.58018325481322,0.7379482812694964,1.0
P2_random_kfold,M2,1,MFCC,LR,81.05440851837423,81.05434243761951,19.088430395883005,0.8935362378468066,1.0
P2_random_kfold,M2,1,MFCC,RF,91.09206596545903,91.0922479234606,9.011813426770582,0.9699707615158148,1.0
P2_random_kfold,M2,1,MFCC,KNC,94.89676665368134,94.89733481268148,3.7396257339129324,0.9873969655377081,1.0
P2_random_kfold,M2,1,Transfer(GNB+NMF),GNB,69.23776132969745,69.23815369258111,29.94416360061647,0.7939970727792073,1.0
P2_random_kfold,M2,1,Transfer(GNB+NMF),LR,78.69107908063889,78.69100284291144,21.412802206881665,0.8685428645620804,1.0
P2_random_kfold,M2,1,Transfer(GNB+NMF),RF,87.24840929749384,87.24825395326565,12.504871394510447,0.9504209060220484,1.0
P2_random_kfold,M2,1,Transfer(GNB+NMF),KNC,91.83222958057395,91.83292583811928,7.063980683040668,0.9731093289987083,1.0
P2_random_kfold,M2,1,MFCC,GNB,65.98701298701299,65.98701298701299,33.480519480519476,0.732350345758138,2.0
P2_random_kfold,M2,1,MFCC,LR,79.96103896103897,79.96103896103897,20.03896103896104,0.8801117895091922,2.0
P2_random_kfold,M2,1,MFCC,RF,90.42857142857143,90.42857142857143,9.831168831168831,0.9657052454039468,2.0
P2_random_kfold,M2,1,MFCC,KNC,94.46753246753246,94.46753246753246,4.0389610389610375,0.9867168156518807,2.0
P2_random_kfold,M2,1,Transfer(GNB+NMF),GNB,67.94805194805194,67.94805194805194,31.41558441558442,0.7734377804014169,2.0
P2_random_kfold,M2,1,Transfer(GNB+NMF),LR,77.35064935064935,77.35064935064935,22.636363636363637,0.8529947039973014,2.0
P2_random_kfold,M2,1,Transfer(GNB+NMF),RF,86.0909090909091,86.09090909090908,13.636363636363635,0.9434314049586777,2.0
P2_random_kfold,M2,1,Transfer(GNB+NMF),KNC,90.8961038961039,90.8961038961039,7.81818181818182,0.9700986001011975,2.0
P2_random_kfold,M2,1,MFCC,GNB,65.94805194805194,65.94805194805195,33.97402597402598,0.7248958003035926,3.0
P2_random_kfold,M2,1,MFCC,LR,81.33766233766234,81.33766233766234,18.649350649350648,0.8923340866925282,3.0
P2_random_kfold,M2,1,MFCC,RF,90.23376623376623,90.23376623376623,9.922077922077921,0.9645375611401585,3.0
P2_random_kfold,M2,1,MFCC,KNC,94.44155844155844,94.44155844155844,4.259740259740257,0.9838773823579019,3.0
P2_random_kfold,M2,1,Transfer(GNB+NMF),GNB,69.20779220779221,69.20779220779221,30.051948051948052,0.7847738235790184,3.0
P2_random_kfold,M2,1,Transfer(GNB+NMF),LR,78.92207792207793,78.92207792207793,21.116883116883116,0.8692576151121606,3.0
P2_random_kfold,M2,1,Transfer(GNB+NMF),RF,86.76623376623377,86.76623376623375,13.129870129870131,0.9429001855287569,3.0
P2_random_kfold,M2,1,Transfer(GNB+NMF),KNC,91.02597402597402,91.02597402597404,7.831168831168833,0.9678867262607523,3.0
P2_random_kfold,M2,1,MFCC,GNB,65.64935064935065,65.64935064935065,34.038961038961034,0.7263319278124473,4.0
P2_random_kfold,M2,1,MFCC,LR,80.42857142857143,80.42857142857143,19.532467532467535,0.8851543936582897,4.0
P2_random_kfold,M2,1,MFCC,RF,89.93506493506493,89.93506493506493,10.18181818181818,0.9642844999156689,4.0
P2_random_kfold,M2,1,MFCC,KNC,94.67532467532467,94.67532467532467,4.025974025974026,0.9872316748186879,4.0
P2_random_kfold,M2,1,Transfer(GNB+NMF),GNB,67.46753246753246,67.46753246753248,31.766233766233764,0.7665493337831001,4.0
P2_random_kfold,M2,1,Transfer(GNB+NMF),LR,77.12987012987013,77.12987012987014,22.81818181818182,0.855793894417271,4.0
P2_random_kfold,M2,1,Transfer(GNB+NMF),RF,87.14285714285714,87.14285714285714,12.779220779220779,0.9481988868274583,4.0
P2_random_kfold,M2,1,Transfer(GNB+NMF),KNC,92.18181818181819,92.18181818181819,7.480519480519482,0.971897014673638,4.0
P3_presplit_smote_kfold,M1+M2,1,MFCC,GNB,67.70549279314375,67.70492737592193,31.723151686018475,0.7568686493978625,0.0
P3_presplit_smote_kfold,M1+M2,1,MFCC,LR,81.04142319179327,81.04141275499363,18.98454778148364,0.8933380096922033,0.0
P3_presplit_smote_kfold,M1+M2,1,MFCC,RF,93.68913128165174,93.68875009695576,5.84340043233837,0.9822248901449109,0.0
P3_presplit_smote_kfold,M1+M2,1,MFCC,KNC,93.58524866900403,93.58443919103487,2.50619336519103,0.9852264717884038,0.0
P3_presplit_smote_kfold,M1+M2,1,Transfer(GNB+NMF),GNB,71.4582521750422,71.45799876571104,28.256071116626817,0.8151599685694726,0.0
P3_presplit_smote_kfold,M1+M2,1,Transfer(GNB+NMF),LR,78.88585897935333,78.88577768634897,21.075180337709547,0.8717013290526664,0.0
P3_presplit_smote_kfold,M1+M2,1,Transfer(GNB+NMF),RF,90.26100506427737,90.26107571991757,9.738995099940308,0.9649642696955084,0.0
P3_presplit_smote_kfold,M1+M2,1,Transfer(GNB+NMF),KNC,92.7022464614985,92.7014099896468,5.167917255426994,0.9785503849565131,0.0
P3_presplit_smote_kfold,M1+M2,1,MFCC,GNB,67.92624334502013,67.9268970447885,31.476435535381263,0.7547359936869156,1.0
P3_presplit_smote_kfold,M1+M2,1,MFCC,LR,81.67770419426049,81.67777301898309,18.24438584007527,0.8917885386490942,1.0
P3_presplit_smote_kfold,M1+M2,1,MFCC,RF,93.80599922088041,93.8064223493982,6.090119955349767,0.9811684602076708,1.0
P3_presplit_smote_kfold,M1+M2,1,MFCC,KNC,93.45539540319439,93.45622152451547,2.752845440718721,0.9831675024534023,1.0
P3_presplit_smote_kfold,M1+M2,1,Transfer(GNB+NMF),GNB,69.02999610440203,69.03048626263374,30.074016868615672,0.781410731569132,1.0
P3_presplit_smote_kfold,M1+M2,1,Transfer(GNB+NMF),LR,79.6130372678873,79.61320217046001,20.490842317900228,0.8717126602299284,1.0
P3_presplit_smote_kfold,M1+M2,1,Transfer(GNB+NMF),RF,89.83248928710556,89.832446960985,10.141538544550748,0.9624965686092666,1.0
P3_presplit_smote_kfold,M1+M2,1,Transfer(GNB+NMF),KNC,92.11790676535514,92.11875478455588,5.713820326648162,0.9756978622520041,1.0
P3_presplit_smote_kfold,M1+M2,1,MFCC,GNB,67.36363636363636,67.36363636363636,31.961038961038955,0.7485930511047394,2.0
P3_presplit_smote_kfold,M1+M2,1,MFCC,LR,80.88311688311688,80.88311688311688,19.103896103896105,0.8896566706021253,2.0
P3_presplit_smote_kfold,M1+M2,1,MFCC,RF,93.71428571428572,93.71428571428572,6.532467532467535,0.9818422668240849,2.0
P3_presplit_smote_kfold,M1+M2,1,MFCC,KNC,93.6103896103896,93.6103896103896,2.6623376623376633,0.9834214201383031,2.0
P3_presplit_smote_kfold,M1+M2,1,Transfer(GNB+NMF),GNB,70.61038961038962,70.61038961038962,29.415584415584416,0.8025453870804521,2.0
P3_presplit_smote_kfold,M1+M2,1,Transfer(GNB+NMF),LR,79.07792207792208,79.07792207792208,20.961038961038962,0.872148692865576,2.0
P3_presplit_smote_kfold,M1+M2,1,Transfer(GNB+NMF),RF,90.16883116883116,90.16883116883116,9.870129870129873,0.9661840445269017,2.0
P3_presplit_smote_kfold,M1+M2,1,Transfer(GNB+NMF),KNC,92.74025974025975,92.74025974025975,5.766233766233764,0.974382054309327,2.0
P3_presplit_smote_kfold,M1+M2,1,MFCC,GNB,67.63636363636364,67.63636363636364,31.974025974025977,0.7500196660482374,3.0
P3_presplit_smote_kfold,M1+M2,1,MFCC,LR,81.0,81.0,18.961038961038962,0.888282880755608,3.0
P3_presplit_smote_kfold,M1+M2,1,MFCC,RF,93.72727272727272,93.72727272727272,6.285714285714285,0.9813121268342047,3.0
P3_presplit_smote_kfold,M1+M2,1,MFCC,KNC,93.4025974025974,93.4025974025974,2.7792207792207773,0.9834531624219937,3.0
P3_presplit_smote_kfold,M1+M2,1,Transfer(GNB+NMF),GNB,70.11688311688312,70.11688311688312,29.272727272727273,0.7950255355034576,3.0
P3_presplit_smote_kfold,M1+M2,1,Transfer(GNB+NMF),LR,78.25974025974027,78.25974025974025,21.714285714285715,0.8672556586270872,3.0
P3_presplit_smote_kfold,M1+M2,1,Transfer(GNB+NMF),RF,90.70129870129871,90.70129870129871,9.168831168831169,0.969828773823579,3.0
P3_presplit_smote_kfold,M1+M2,1,Transfer(GNB+NMF),KNC,92.62337662337661,92.62337662337663,5.259740259740261,0.9783986506999494,3.0
P3_presplit_smote_kfold,M1+M2,1,MFCC,GNB,67.36363636363636,67.36363636363636,32.493506493506494,0.7465884634845673,4.0
P3_presplit_smote_kfold,M1+M2,1,MFCC,LR,81.0,81.0,19.05194805194805,0.8904298195311181,4.0
P3_presplit_smote_kfold,M1+M2,1,MFCC,RF,94.12987012987013,94.12987012987013,6.038961038961038,0.9817439028503964,4.0
P3_presplit_smote_kfold,M1+M2,1,MFCC,KNC,93.81818181818183,93.81818181818183,3.0000000000000027,0.9817490639230899,4.0
P3_presplit_smote_kfold,M1+M2,1,Transfer(GNB+NMF),GNB,69.07792207792208,69.07792207792207,30.62337662337662,0.7837956485073367,4.0
P3_presplit_smote_kfold,M1+M2,1,Transfer(GNB+NMF),LR,78.81818181818183,78.81818181818181,21.22077922077922,0.8700759655928487,4.0
P3_presplit_smote_kfold,M1+M2,1,Transfer(GNB+NMF),RF,89.80519480519482,89.80519480519482,10.27272727272727,0.961744240175409,4.0
P3_presplit_smote_kfold,M1+M2,1,Transfer(GNB+NMF),KNC,92.36363636363636,92.36363636363636,5.714285714285712,0.976417574633159,4.0
P0_speaker_disjoint,none,2,MFCC,GNB,71.88321935823251,71.8516007261939,28.511302499612544,0.7830044612216883,
P0_speaker_disjoint,none,2,MFCC,LR,83.24566017885323,83.24623065512431,16.70174020855935,0.909111740872761,
P0_speaker_disjoint,none,2,MFCC,RF,87.24355602314571,87.29052737618173,12.02000354240928,0.9473761263754512,
P0_speaker_disjoint,none,2,MFCC,KNC,84.06102051551815,84.14567051165673,15.009935351030624,0.9001801647220316,
P0_speaker_disjoint,none,2,Transfer(GNB+NMF),GNB,74.98684902682798,74.97536918546727,24.829161777403854,0.8408645969402441,
P0_speaker_disjoint,none,2,Transfer(GNB+NMF),LR,84.40294581799053,84.3589069453362,15.202636880908626,0.9179038346580468,
P0_speaker_disjoint,none,2,Transfer(GNB+NMF),RF,84.1136244082062,84.1738714105431,14.83436469103549,0.9375312728319348,
P0_speaker_disjoint,none,2,Transfer(GNB+NMF),KNC,81.14150447133088,81.21678991298957,16.861895853167137,0.885111364491775,
P1_random_holdout,M2,2,MFCC,GNB,66.11269800051934,66.11140780299658,33.44586047389786,0.7392315680166148,
P1_random_holdout,M2,2,MFCC,LR,81.09581926772267,81.09583147900905,18.800326361074028,0.8886055481382585,
P1_random_holdout,M2,2,MFCC,RF,90.28823682160477,90.28766975495948,10.153200900864453,0.9650267696996669,
P1_random_holdout,M2,2,MFCC,KNC,94.39106725525838,94.3898396515219,3.402044476810832,0.9878523553289907,
P1_random_holdout,M2,2,Transfer(GNB+NMF),GNB,68.26798234224877,68.26742727677306,31.26460870386104,0.7883069682135102,
P1_random_holdout,M2,2,Transfer(GNB+NMF),LR,77.72007270838743,77.72012515003169,22.305889333926718,0.8672379334061577,
P1_random_holdout,M2,2,Transfer(GNB+NMF),RF,86.65281745001299,86.65303232592953,13.243314318080673,0.9465927634151934,
P1_random_holdout,M2,2,Transfer(GNB+NMF),KNC,91.43079719553363,91.42908389637363,6.777737319793394,0.972273738722337,
P2_random_kfold,M2,2,MFCC,GNB,66.0174003376185,66.01672023120997,33.89169957541809,0.7300979337463368,0.0
P2_random_kfold,M2,2,MFCC,LR,80.9245552525646,80.92455324472982,19.114397677108663,0.888232504965821,0.0
P2_random_kfold,M2,2,MFCC,RF,90.1830931047916,90.18288722443488,9.8558613549525,0.9650483767076858,0.0
P2_random_kfold,M2,2,MFCC,KNC,94.84482534735749,94.84424015351047,3.5970855942291937,0.9886106830069437,0.0
P2_random_kfold,M2,2,Transfer(GNB+NMF),GNB,68.51058304116349,68.51024358658739,30.63238760719934,0.7898924887109774,0.0
P2_random_kfold,M2,2,Transfer(GNB+NMF),LR,78.05479807817166,78.05484154899891,21.81534902386629,0.8645291997018821,0.0
P2_random_kfold,M2,2,Transfer(GNB+NMF),RF,87.49513050253213,87.49521291484417,12.452923342562396,0.9503630360810312,0.0
P2_random_kfold,M2,2,Transfer(GNB+NMF),KNC,91.81924425399299,91.81849882135522,7.336772030877456,0.971182253218088,0.0
P2_random_kfold,M2,2,MFCC,GNB,65.3032073756655,65.30373288098555,34.43708667338893,0.7191070627632561,1.0
P2_random_kfold,M2,2,MFCC,LR,80.44409816906895,80.44406748795218,19.594856454892806,0.8843934953646718,1.0
P2_random_kfold,M2,2,MFCC,RF,90.67653551486819,90.67679840284359,9.53122987114158,0.9636419617775109,1.0
P2_random_kfold,M2,2,MFCC,KNC,94.45526554992858,94.45588765947114,3.752572278409723,0.9883455132247655,1.0
P2_random_kfold,M2,2,Transfer(GNB+NMF),GNB,69.49746786131671,69.4975432254061,30.463576672613286,0.7830544941944577,1.0
P2_random_kfold,M2,2,Transfer(GNB+NMF),LR,78.0418127515907,78.04174324766379,22.04908490626486,0.8598598441288652,1.0
P2_random_kfold,M2,2,Transfer(GNB+NMF),RF,86.37839241656927,86.37808698701973,13.348915950318183,0.9427591416633225,1.0
P2_random_kfold,M2,2,Transfer(GNB+NMF),KNC,91.23490455784963,91.23570872129689,7.713270629655983,0.9716122309266946,1.0
P2_random_kfold,M2,2,MFCC,GNB,66.75324675324676,66.75324675324676,32.8051948051948,0.7337708888514082,2.0
P2_random_kfold,M2,2,MFCC,LR,81.0,81.0,18.974025974025974,0.8907421824928319,2.0
P2_random_kfold,M2,2,MFCC,RF,90.93506493506493,90.93506493506493,9.285714285714288,0.9669710912464159,2.0
P2_random_kfold,M2,2,MFCC,KNC,94.84415584415584,94.84415584415584,4.103896103896106,0.986962185866082,2.0
P2_random_kfold,M2,2,Transfer(GNB+NMF),GNB,69.67532467532467,69.67532467532467,29.753246753246753,0.7936603137122618,2.0
P2_random_kfold,M2,2,Transfer(GNB+NMF),LR,78.05194805194805,78.05194805194805,21.935064935064936,0.8655419126328218,2.0
P2_random_kfold,M2,2,Transfer(GNB+NMF),RF,86.66233766233766,86.66233766233766,13.311688311688313,0.9456404115365155,2.0
P2_random_kfold,M2,2,Transfer(GNB+NMF),KNC,91.37662337662337,91.37662337662337,7.103896103896104,0.9726102884128858,2.0
P2_random_kfold,M2,2,MFCC,GNB,66.24675324675324,66.24675324675324,33.22077922077922,0.7313171529768933,3.0
P2_random_kfold,M2,2,MFCC,LR,81.22077922077922,81.22077922077922,18.922077922077925,0.8902256029684601,3.0
P2_random_kfold,M2,2,MFCC,RF,90.33766233766234,90.33766233766234,9.714285714285714,0.9666661494349805,3.0
P2_random_kfold,M2,2,MFCC,KNC,94.64935064935065,94.64935064935065,3.8311688311688306,0.9863196491819868,3.0
P2_random_kfold,M2,2,Transfer(GNB+NMF),GNB,70.63636363636364,70.63636363636363,29.35064935064935,0.8002304941811436,3.0
P2_random_kfold,M2,2,Transfer(GNB+NMF),LR,79.03896103896105,79.03896103896105,20.92207792207792,0.8662238151458931,3.0
P2_random_kfold,M2,2,Transfer(GNB+NMF),RF,85.75324675324674,85.75324675324676,14.12987012987013,0.9398813290605499,3.0
