target,seed,pred_rate,near_thresh,otsu,otsu_gap,score_mean,score_median,score_std,eer,auc,acc,deficit
asvspoof2021pa,0,0.0715,0.022166666666666668,0.400390625,0.099609375,0.08693605179864833,0.0002959571429528296,0.22783065123968507,44.666666666666664,0.5799417222222222,51.849999999999994,3.4833333333333414
asvspoof2021pa,1,0.23683333333333334,0.049666666666666665,0.451171875,0.048828125,0.25421121628919113,0.016466174274683,0.3693404464252624,42.65,0.6045805555555556,55.53333333333333,1.81666666666667
asvspoof2021pa,2,0.08133333333333333,0.028333333333333332,0.373046875,0.126953125,0.09697895768453296,0.00030775245977565646,0.22885798648233444,46.56666666666667,0.5595195,52.1,1.3333333333333286
asvspoof2021pa,3,0.05466666666666667,0.014333333333333333,0.419921875,0.080078125,0.06273085384479238,3.823377664957661e-05,0.20328278204265252,41.2,0.613416,52.016666666666666,6.783333333333331
asvspoof2021pa,4,0.36733333333333335,0.0395,0.474609375,0.025390625,0.3670006324544994,0.05460060387849808,0.4307836624128786,48.25,0.5313741666666667,52.06666666666667,-0.31666666666667
asvspoof2021pa,5,0.06816666666666667,0.014333333333333333,0.431640625,0.068359375,0.07745186581605623,0.0001881420612335205,0.22636140407125296,46.199999999999996,0.5575403888888889,51.24999999999999,2.5500000000000114
asvspoof2021pa,6,0.03233333333333333,0.007666666666666666,0.396484375,0.103515625,0.034259814423538835,1.012999018712435e-05,0.15242459915971615,44.75,0.5714073888888889,50.43333333333333,4.81666666666667
asvspoof2021pa,7,0.18416666666666667,0.03866666666666667,0.435546875,0.064453125,0.20116601596722572,0.015276945196092129,0.32915228608494934,38.949999999999996,0.6525415555555555,54.91666666666667,6.133333333333333
asvspoof2021pa,8,0.44783333333333336,0.07566666666666666,0.494140625,0.005859375,0.45603593987648294,0.3600389212369919,0.408811120033384,40.849999999999994,0.6320923888888889,59.166666666666664,-0.016666666666658614
asvspoof2021pa,9,0.08483333333333333,0.024,0.404296875,0.095703125,0.09663854389793032,0.00010071400174638256,0.24195063740516268,42.16666666666667,0.6083536666666667,52.53333333333333,5.299999999999997
