seed,target,variant,epoch,eer,auc,acc,pi_hat,n_conf,rho_src,prior_gap,pred_rate,churn,conf,tail_gap
0,asvspoof2019,ours,28,3.5496124031007747,0.9942886304909561,89.46236559139786,0.740235311140653,3353,0.9693182047535348,0.30761882368545584,0.43261648745519715,0.0060931899641577065,0.9906467199325562,0.999994754688641
0,asvspoof2019,ours,29,3.8019379844961216,0.9936799741602067,89.58781362007169,0.740235311140653,3350,0.971028598087915,0.3063643433987175,0.4338709677419355,0.00949820788530466,0.9916451573371887,0.9999923706049936
0,asvspoof2019,ours,30,3.727131782945736,0.9935525839793281,90.55555555555556,0.740235311140653,3358,0.9673736121755971,0.2966869240438788,0.4435483870967742,0.01129032258064516,0.9913458824157715,0.9999984496887054
0,asvspoof2019,ours,31,3.727131782945736,0.9932697674418604,89.17562724014337,0.740235311140653,3354,0.9617831949975799,0.3104862071980007,0.4297491039426523,0.007347670250896057,0.9902779459953308,0.9999434943908877
0,asvspoof2019,ours,32,3.6744186046511613,0.9930729974160207,89.6057347670251,0.740235311140653,3356,0.9652760875067263,0.30618513192918345,0.43405017921146954,0.00949820788530466,0.9914706349372864,0.9999912968626461
0,asvspoof2019,tent,0,4.6949612403100796,0.9907932816537468,92.92114695340501,0.740235311140653,0,1.0,0.15080878784316198,0.589426523297491,,0.9630876779556274,0.9735037920996547
0,asvspoof2019,tent,1,4.265116279069765,0.9880037467700259,95.57347670250897,0.740235311140653,0,0.954585081043257,0.21855072332703296,0.52168458781362,0.06774193548387097,0.9974400997161865,0.9999999999999963
0,asvspoof2019,tent,2,4.212403100775195,0.9901617571059432,94.80286738351255,0.740235311140653,0,0.9585861725785101,0.2409521570187892,0.4992831541218638,0.09014336917562724,0.997494101524353,1.0
0,asvspoof2019,tent,3,4.14031007751938,0.9902804909560724,94.53405017921148,0.740235311140653,0,0.9590345229532433,0.24579086669620853,0.49444444444444446,0.02724014336917563,0.9984285831451416,1.0
0,asvspoof2019,tent,4,4.14031007751938,0.9851906330749353,95.66308243727597,0.740235311140653,0,0.9467279010824721,0.21693782010122642,0.5232974910394266,0.024014336917562724,0.9981674551963806,1.0
0,asvspoof2019,tent,5,4.265116279069765,0.9838997416020672,95.7706093189964,0.740235311140653,0,0.9441961289824276,0.21442885952774982,0.5258064516129032,0.03136200716845878,0.9987002611160278,1.0
0,asvspoof2019,tent,6,4.245736434108525,0.9861958656330749,95.50179211469533,0.740235311140653,0,0.9474668914042049,0.22428549035212253,0.5159498207885305,0.007347670250896057,0.9987762570381165,1.0
0,asvspoof2019,tent,7,4.993798449612403,0.9603402454780362,94.24731182795699,0.740235311140653,0,0.9233061402658485,0.16837151185749888,0.5718637992831541,0.046057347670250895,0.9983276128768921,1.0
0,asvspoof2019,tent,8,4.445348837209302,0.9845706718346252,95.28673835125448,0.740235311140653,0,0.9451612438346759,0.2246439132911906,0.5155913978494624,0.005734767025089606,0.9989110827445984,1.0
0,asvspoof2019,tent,9,5.245736434108526,0.9577273255813954,94.10394265232975,0.740235311140653,0,0.921029867003885,0.1680130889184308,0.5722222222222222,0.006810035842293907,0.9983785152435303,1.0
0,asvspoof2019,tent,10,15.19186046511628,0.8491864987080103,83.1899641577061,0.740235311140653,0,0.8431906684272678,0.038084773506244396,0.7021505376344086,0.18655913978494623,0.9973495602607727,0.13543342947959758
0,asvspoof2019,tent,11,8.872480620155038,0.9149393410852713,90.32258064516128,0.740235311140653,0,0.8918371619504787,0.11514570540588598,0.625089605734767,0.0528673835125448,0.9977738857269287,1.0
0,asvspoof2019,tent,12,4.352713178294572,0.9703060077519381,95.51971326164875,0.740235311140653,0,0.9261656160763366,0.18826398497577845,0.5519713261648745,0.15017921146953406,0.9988076686859131,1.0
0,asvspoof2019,tent,13,6.393023255813953,0.9425060077519378,93.24372759856631,0.740235311140653,0,0.9098209080105092,0.1518840566603663,0.5883512544802867,0.036738351254480286,0.9989178776741028,1.0
0,asvspoof2019,tent,14,4.2631782945736445,0.9687443798449613,95.3405017921147,0.740235311140653,0,0.9222434882939243,0.18396290970696128,0.5562724014336917,0.005376344086021506,0.9986411929130554,1.0
0,asvspoof2019,tent,15,7.167829457364341,0.9338310077519381,92.07885304659497,0.740235311140653,0,0.9039375012795441,0.13736792762810823,0.6028673835125448,0.014516129032258065,0.9985464215278625,1.0
0,asvspoof2019,tent,16,31.72209302325581,0.6827837209302325,67.95698924731182,0.740235311140653,0,0.659131567689374,0.11747078204931116,0.8577060931899642,0.3014336917562724,0.9980204701423645,0.0
0,asvspoof2019,tent,17,25.12751937984496,0.7488624031007751,74.35483870967742,0.740235311140653,0,0.7458644843508007,0.05349228742565526,0.7937275985663083,0.19086021505376344,0.9976159334182739,0.0
0,asvspoof2019,tent,18,28.97015503875969,0.7103018087855296,71.23655913978494,0.740235311140653,0,0.6978203214134021,0.08467508312457994,0.8249103942652329,0.032795698924731186,0.998542845249176,0.0
0,asvspoof2019,tent,19,43.604651162790695,0.563953488372093,58.29749103942652,0.740235311140653,0,0.41201055576006196,0.21442418706723232,0.9546594982078853,0.16093189964157706,0.9990346431732178,0.0
0,asvspoof2019,tent,20,24.291472868217053,0.7572770025839792,75.80645161290323,0.740235311140653,0,0.7545701750835082,0.038259312515260935,0.7784946236559139,0.04641577060931899,0.9983795881271362,0.0
0,asvspoof2019,tent,21,26.137984496124034,0.7386868217054262,73.87096774193549,0.740235311140653,0,0.7323901151599719,0.058330997103074655,0.7985663082437277,0.15609318996415772,0.9985125660896301,0.0
0,asvspoof2019,tent,22,38.737596899224805,0.6126546511627907,62.61648745519713,0.740235311140653,0,0.5356721444124435,0.17123422290952617,0.9114695340501792,0.13297491039426523,0.998328447341919,0.0
0,asvspoof2019,tent,23,35.32674418604651,0.6467500645994833,65.7168458781362,0.740235311140653,0,0.6006166705444338,0.13987221574106745,0.8801075268817204,0.08154121863799284,0.9990078806877136,0.0
0,asvspoof2019,tent,24,35.42364341085271,0.6457823643410853,65.50179211469535,0.740235311140653,0,0.5989257038698172,0.14202275337547599,0.882258064516129,0.02956989247311828,0.9989580512046814,0.0
0,asvspoof2019,tent,25,40.484496124031004,0.5951550387596899,60.98566308243728,0.740235311140653,0,0.49561000442288167,0.18754246663712482,0.9277777777777778,0.04767025089605735,0.999040961265564,0.0
0,asvspoof2019,tent,26,39.57364341085272,0.6042635658914729,61.899641577060926,0.740235311140653,0,0.5164769252380373,0.17840268169088824,0.9186379928315412,0.03637992831541219,0.9980977177619934,0.0
0,asvspoof2019,tent,27,39.7093023255814,0.602906976744186,61.648745519713266,0.740235311140653,0,0.5131183554554275,0.18091164226436496,0.921146953405018,0.007347670250896057,0.9984528422355652,0.0
0,asvspoof2019,tent,28,25.960852713178294,0.7405257751937984,74.33691756272401,0.740235311140653,0,0.7333856654358136,0.053671498895189296,0.7939068100358423,0.12473118279569892,0.9986023902893066,0.0
0,asvspoof2019,tent,29,32.652325581395345,0.6735019379844961,68.35125448028674,0.740235311140653,0,0.6415632780733973,0.11352812971956205,0.853763440860215,0.06738351254480286,0.9987395405769348,0.0
0,asvspoof2019,tent,30,34.97790697674418,0.6502554263565892,66.12903225806451,0.740235311140653,0,0.6032180111212345,0.1357503519417843,0.8759856630824373,0.08207885304659499,0.9985216856002808,0.0
0,asvspoof2019,tent,31,41.56976744186046,0.5843023255813954,60.28673835125448,0.740235311140653,0,0.46626086773669473,0.19453171394895274,0.9347670250896057,0.08100358422939068,0.9992024898529053,0.0
0,asvspoof2019,tent,32,42.4031007751938,0.5759689922480621,59.71326164874552,0.740235311140653,0,0.4451879156381691,0.20026648097404232,0.9405017921146953,0.06451612903225806,0.9994556903839111,0.0
0,dataset2,ours,0,37.238389024005734,0.6865769067159482,59.23094220823026,0.7259681184711549,0,1.0,0.018974639721435982,0.706993478749719,,0.9480084180831909,0.45303711891174314
0,dataset2,ours,1,35.97948517445049,0.7006408302744849,65.32493816055768,0.7259681184711549,2668,0.994295022777273,0.3083832297821511,0.41758488868900384,0.28940859006071507,0.9559493064880371,0.9933848446788034
0,dataset2,ours,2,36.653423461600575,0.6947641580264062,63.773330335057345,0.7259681184711549,2668,0.9921320918507996,0.2501417186510515,0.47582639982010344,0.23116707892961547,0.9492735266685486,0.99884278208483
0,dataset2,ours,3,36.83341286541755,0.6938784782132682,63.66089498538341,0.7259681184711549,2668,0.9880733144424905,0.25486400333735687,0.4711041151337981,0.05846638183044749,0.9405128955841064,0.9969619786716066
0,dataset2,ours,4,37.193391673051494,0.6928851366474534,63.09871823701372,0.7259681184711549,2668,0.9843694242970736,0.25598835683409626,0.4699797616370587,0.033730604902181244,0.940889298915863,0.9954971842234954
0,dataset2,ours,5,37.26139868806464,0.6921263438999701,63.21115358668765,0.7259681184711549,2670,0.9805877618237526,0.2571127103308356,0.46885540814031934,0.023836294130874746,0.9452404975891113,0.9955125885433518
0,dataset2,ours,6,36.67541114849591,0.6954860179358004,63.57094670564426,0.7259681184711549,2669,0.9805814841028486,0.2602609001217059,0.46570721834944906,0.019563750843265122,0.9537012577056885,0.9967461809399538
0,dataset2,ours,7,37.238389024005734,0.6912423842464144,63.18866651675287,0.7259681184711549,2669,0.9772445149180932,0.26723189180149,0.45873622666966496,0.016415561052394872,0.9527602195739746,0.9957664321264019
0,dataset2,ours,8,37.44138809188161,0.6888930510005056,62.78389925792669,0.7259681184711549,2671,0.9776958448666161,0.25598835683409626,0.4699797616370587,0.020013492241960872,0.9566503763198853,0.9982914519205224
0,dataset2,ours,9,37.08140928424767,0.6914840160747902,62.9413087474702,0.7259681184711549,2670,0.9771647501563377,0.2571127103308356,0.46885540814031934,0.013717112660220373,0.9593517780303955,0.9985805511983926
0,dataset2,ours,10,37.2164013371104,0.6889128834286302,62.69395097818754,0.7259681184711549,2668,0.9750224080342762,0.222257751931915,0.50371036653924,0.034630087699572744,0.9612362384796143,0.9991812243533786
0,dataset2,ours,11,37.25935473373751,0.6888632011724607,62.64897683831797,0.7259681184711549,2671,0.9767916500127222,0.21056447556582547,0.5154036429053295,0.04654823476501012,0.959756076335907,0.9993251245992724
0,dataset2,ours,12,37.12640663520192,0.6912391462989653,62.671463908252754,0.7259681184711549,2669,0.9734625614849107,0.22068365703647985,0.5052844614346751,0.016865302451090622,0.9610231518745422,0.9994731374026742
0,dataset2,ours,13,37.21537935994683,0.6912168854102541,62.76141218799191,0.7259681184711549,2674,0.9686791538726626,0.2656577969060549,0.46031032156510004,0.05554306273892512,0.9594725370407104,0.9966378342483949
0,dataset2,ours,14,37.77835723545666,0.685727451439895,62.60400269844839,0.7259681184711549,2668,0.967311313652607,0.2753272369780135,0.45064088149314147,0.05464357994153362,0.9659606218338013,0.999098679432791
0,dataset2,ours,15,37.32838372591422,0.6865533304110857,62.536541488644026,0.7259681184711549,2671,0.9706533989893321,0.20539244948082436,0.5205756689903306,0.060265347425230494,0.9687593579292297,0.9997530045831808
0,dataset2,ours,16,37.12640663520192,0.6906870762589241,63.21115358668765,0.7259681184711549,2670,0.9707050771707623,0.2746526248799699,0.45131549359118506,0.018214526647177872,0.9707612991333008,0.9992056810193389
0,dataset2,ours,17,37.17140398615616,0.6903946491299433,62.91882167753542,0.7259681184711549,2669,0.9681950269927869,0.24924223585366,0.47672588261749493,0.04384978637283562,0.9691934585571289,0.9997391861881625
0,dataset2,ours,18,37.37338107686847,0.690255720947213,63.03125702720935,0.7259681184711549,2668,0.9642820179074413,0.2544142619386611,0.4715538565324938,0.02023836294130875,0.9698963165283203,0.9996366952873359
0,dataset2,ours,19,37.32838372591422,0.6880315546073765,62.671463908252754,0.7259681184711549,2671,0.9658086308285031,0.23282667480126512,0.4931414436698898,0.016415561052394872,0.9702945351600647,0.9997909112760681
0,dataset2,ours,20,37.73335988450241,0.6839481993167122,62.51405441870924,0.7259681184711549,2669,0.9632502930057406,0.24114689067713652,0.48482122779401843,0.018664268045873622,0.9726845622062683,0.9998507693366264
0,dataset2,ours,21,37.37338107686847,0.6884446964646876,62.69395097818754,0.7259681184711549,2669,0.9604559706166409,0.24654378746148553,0.4794243310096694,0.016415561052394872,0.9730517268180847,0.999811333202888
0,dataset2,ours,22,37.643365182593925,0.6843730787335254,62.51405441870924,0.7259681184711549,2668,0.9625796752771498,0.24429508046800674,0.4816730380031482,0.012143017764785248,0.972709596157074,0.9998401587981789
0,dataset2,ours,23,37.48536346567229,0.6869398603878007,62.87384753766584,0.7259681184711549,2671,0.963896888411608,0.2681313745988815,0.45783674387227347,0.022936811333483246,0.971568763256073,0.999477337065855
0,dataset2,ours,24,37.755347571397756,0.6848915550687842,62.379131999100515,0.7259681184711549,2669,0.9639035529507057,0.24069714927844077,0.4852709691927142,0.011693276366089498,0.9740534424781799,0.9998902098977851
0,dataset2,ours,25,37.35139338997313,0.6874717944421441,62.73892511805712,0.7259681184711549,2671,0.9601427734325467,0.2429458562719195,0.48302226219923544,0.025635259725657746,0.9746208190917969,0.9999079363598866
0,dataset2,ours,26,37.59836783163968,0.6860547876898094,62.44659320890488,0.7259681184711549,2669,0.9614813904828831,0.25801219312822715,0.4679559253429278,0.017315043849786372,0.9727239012718201,0.9996545496060207
0,dataset2,ours,27,37.711372197607076,0.6873294259402494,62.44659320890488,0.7259681184711549,2668,0.9587638218395372,0.2643085727099676,0.46165954576118734,0.022711940634135373,0.9718224406242371,0.9992078441535341
0,dataset2,ours,28,37.73335988450241,0.6842120920337993,62.31167078929616,0.7259681184711549,2669,0.9604277076611307,0.22698003661822036,0.4989880818529346,0.031032156510006747,0.9767177700996399,0.9999291476167855
0,dataset2,ours,29,37.5083731297312,0.6831799962844554,62.42410613897009,0.7259681184711549,2670,0.9586200035319,0.2191095621410447,0.5068585563301102,0.04519901056892287,0.9772413969039917,0.9999093074366101
0,dataset2,ours,30,37.35037141280956,0.6786223828783815,62.44659320890488,0.7259681184711549,2670,0.958477660191982,0.19594788010821362,0.5300202383629413,0.031032156510006747,0.9755709767341614,0.9997826967446599
0,dataset2,ours,31,37.66535286948927,0.683609226693153,62.356644929165725,0.7259681184711549,2674,0.9521652312923754,0.23822357158561414,0.4877445468855408,0.020013492241960872,0.975257396697998,0.9997862521966454
0,dataset2,ours,32,37.68836253354817,0.6801066782261391,62.26669664942658,0.7259681184711549,2672,0.9566742303168186,0.21933443284039267,0.5066336856307623,0.024735776928266246,0.9785474538803101,0.9999229105887935
0,dataset2,tent,0,37.238389024005734,0.6865769067159482,59.23094220823026,0.7259681184711549,0,1.0,0.018974639721435982,0.706993478749719,,0.9480084180831909,0.45303711891174314
0,dataset2,tent,1,42.07192614565664,0.5790313154040088,54.57611873172925,0.7259681184711549,0,0.7400685399298665,0.12561721995924757,0.8515853384304025,0.1445918596806836,0.9945483207702637,0.0
0,dataset2,tent,2,43.12225558657239,0.5686249570466033,54.148864402968286,0.7259681184711549,0,0.6988826603967958,0.13393743583511897,0.8599055543062739,0.15291207555655498,0.9963945746421814,0.0
0,dataset2,tent,3,43.662254153780644,0.5629126106315576,53.90150663368563,0.7259681184711549,0,0.6690099440407624,0.14000894471751157,0.8659770631886665,0.015291207555655498,0.9974539279937744,0.0
0,dataset2,tent,4,38.00200833690519,0.6241972419973117,60.31032156510007,0.7259681184711549,0,0.8640450926899247,0.03561507147317877,0.6903530469979762,0.16955250730829774,0.9951432943344116,0.9481332808732988
0,dataset2,tent,5,38.93936376761089,0.6125298042944087,59.14099392849111,0.7259681184711549,0,0.8246922159270286,0.004411913010742952,0.7303800314818979,0.1355970317067686,0.9962541460990906,2.276897430419922e-05
0,dataset2,tent,6,41.59178913191033,0.5839295204073661,56.262648976838314,0.7259681184711549,0,0.7352551790584911,0.08446588197858651,0.8104340004497415,0.12008095345176524,0.9963170886039734,0.0
0,dataset2,tent,7,35.416507298940665,0.6737252909194598,64.69530020238363,0.7259681184711549,0,0.9430214913107684,0.2368743473895269,0.48909377108162805,0.24128626040026985,0.9951731562614441,1.0
0,dataset2,tent,8,35.14754517037878,0.6850406018372923,65.59478299977512,0.7259681184711549,0,0.9537237338380584,0.2939915050238871,0.43197661344726784,0.37845738700247356,0.996268093585968,1.0
0,dataset2,tent,9,36.200940542785226,0.6524106923500658,63.121205306948504,0.7259681184711549,0,0.9122304070919096,0.1554711542255961,0.5704969642455588,0.08140319316393074,0.996306300163269,1.0
0,dataset2,tent,10,38.93069213959925,0.6129462852850263,59.59073532718687,0.7259681184711549,0,0.8108643932110252,0.00126372321987267,0.7272318416910276,0.2952552282437598,0.9971296191215515,1.6689300537109375e-06
0,dataset2,tent,11,36.8591444290507,0.638487821877273,61.974364740274346,0.7259681184711549,0,0.8739791230667462,0.08553636672840703,0.6404317517427479,0.06993478749718912,0.9973585605621338,0.9999999999999897
0,dataset2,tent,12,38.969557627572094,0.6129171437579861,59.83809309646952,0.7259681184711549,0,0.808581361155173,0.0005891111218291334,0.7265572295929841,0.007870474477175624,0.9972625970840454,3.5762786865234375e-07
0,dataset2,tent,13,38.58399903509166,0.6171420580636832,60.15291207555655,0.7259681184711549,0,0.8157950773266727,0.009754941048173205,0.7162131774229817,0.07578142568023387,0.9975709915161133,6.091594696044922e-05
0,dataset2,tent,14,39.9196725949437,0.6019778394876596,58.73622666966495,0.7259681184711549,0,0.7729464528007456,0.03184613833118366,0.7578142568023386,0.032156510006746124,0.9979768395423889,0.0
0,dataset2,tent,15,42.78838273024538,0.5716165169318344,55.340679109512024,0.7259681184711549,0,0.6696019336366024,0.11347420219446236,0.8394423206656173,0.12322914324263548,0.9987602233886719,0.0
0,dataset2,tent,16,44.376636428284925,0.556040876658082,54.39622217225095,0.7259681184711549,0,0.6161014450069503,0.1382099791227286,0.8641780975938835,0.10636384079154486,0.9986290335655212,0.0
0,dataset2,tent,17,41.45168719322977,0.5865865598467803,57.27456712390375,0.7259681184711549,0,0.7291619722418209,0.07074876931836604,0.796716887789521,0.042725432876096245,0.9979386329650879,0.0
0,dataset2,tent,18,36.81157695730888,0.6386212860236832,62.15426129975265,0.7259681184711549,0,0.8749517169811206,0.103526022676237,0.6224420957949179,0.2417360017989656,0.9981823563575745,1.0
0,dataset2,tent,19,34.54059192107827,0.685923246074697,66.15695974814481,0.7259681184711549,0,0.9098554268192688,0.39091077644282124,0.3350573420283337,0.46165954576118734,0.9976181983947754,1.0
0,dataset2,tent,20,34.5538472684473,0.6892842355266784,66.51675286710142,0.7259681184711549,0,0.8960703161034879,0.4336362093189175,0.29233190915223745,0.33011018664268044,0.9977365732192993,0.008580095879733091
0,dataset2,tent,21,35.48451431395382,0.6635584394874168,64.5603777827749,0.7259681184711549,0,0.9129154682962539,0.2287790022130034,0.49718911625815154,0.16213177422981787,0.9986595511436462,1.0
0,dataset2,tent,22,34.72773516504021,0.6821824049126137,66.06701146840567,0.7259681184711549,0,0.9021449627286081,0.3936092248349957,0.3323588936361592,0.040026984483921745,0.9984706044197083,1.0
0,dataset2,tent,23,34.739968535245666,0.6812647503684177,66.11198560827523,0.7259681184711549,0,0.8926202402325858,0.403953277004998,0.32201484146615694,0.1751742747919946,0.9986202716827393,1.0
0,dataset2,tent,24,34.98954345345714,0.6783244917130806,66.2019338880144,0.7259681184711549,0,0.9055455657137519,0.35493146454716124,0.3710366539239937,0.0386777602878345,0.9983804225921631,1.0
0,dataset2,tent,25,34.34465562607535,0.6810324276389575,66.04452439847088,0.7259681184711549,0,0.8780967118205342,0.42171806225348013,0.3042500562176748,0.019114009444569372,0.9986273050308228,0.9770434260368347
0,dataset2,tent,26,35.214530208228354,0.6693683290693613,65.50483472003597,0.7259681184711549,0,0.9118827168191084,0.25801219312822715,0.4679559253429278,0.09691927141893411,0.9981347322463989,1.0
0,dataset2,tent,27,41.58413948106226,0.5843631018079484,57.11715763436024,0.7259681184711549,0,0.711370621032841,0.07367208840988848,0.7996402068810434,0.49539015066336856,0.9985944628715515,0.0
0,dataset2,tent,28,41.0211312497951,0.59010388144903,57.92669215201259,0.7259681184711549,0,0.7343395740521779,0.052983984069883916,0.7789521025410389,0.31099617719811107,0.9989023208618164,0.0
0,dataset2,tent,29,37.24522918799158,0.6321863713982389,62.244209579491795,0.7259681184711549,0,0.8536644160937003,0.08643584952579852,0.6395322689453564,0.16010793793568698,0.9986226558685303,1.0
0,dataset2,tent,30,37.00643056363356,0.6345371212461565,62.15426129975265,0.7259681184711549,0,0.856013577962381,0.08733533232319002,0.6386327861479649,0.140319316393074,0.9986968636512756,1.0
0,dataset2,tent,31,36.40554846579979,0.6421803973851955,63.09871823701372,0.7259681184711549,0,0.8765832672708332,0.132309472192765,0.5936586462783899,0.04587362266696649,0.9984296560287476,1.0
0,dataset2,tent,32,39.463010700202084,0.6082531840153866,59.70317067686081,0.7259681184711549,0,0.7928788849741564,0.005257527061215628,0.7207105914099393,0.08207780526197436,0.9987220168113708,0.0
0,in_the_wild,ours,0,12.783333333333335,0.9423819444444446,87.16666666666667,0.7624209575429087,0,1.0,0.19975429087624208,0.5626666666666666,,0.9693483114242554,0.9955517107155174
0,in_the_wild,ours,1,14.333333333333332,0.9374479444444445,86.0,0.7624209575429087,3625,0.990750164049036,0.2310876242095754,0.5313333333333333,0.042333333333333334,0.9562606811523438,0.999908096910076
0,in_the_wild,ours,2,13.449999999999998,0.9423395555555556,85.86666666666667,0.7624209575429087,3603,0.9862869524799612,0.28775429087624205,0.4746666666666667,0.08866666666666667,0.9573743343353271,0.9997443931024463
0,in_the_wild,ours,3,14.200000000000001,0.9390661666666668,85.3,0.7624209575429087,3603,0.9822916567646655,0.28242095754290875,0.48,0.05266666666666667,0.9568082690238953,0.9996096769231372
0,in_the_wild,ours,4,13.76666666666667,0.94007,85.91666666666666,0.7624209575429087,3603,0.9826432704589143,0.27525429087624204,0.4871666666666667,0.022166666666666668,0.957655668258667,0.9997518714211765
