seed,target,method,epoch,q_t,lo_frac,hi_frac,lambda_t,c_epoch,shift,pi_real,shrunk,q_max,n_conf,stopped
4,dataset2,ours_gmmq,3,0.1857,0.232,0.1394,0.3,0.0,0.02444,0.6246,False,0.3,1480,fixed_E
4,in_the_wild,ours_gmmq,0,0.1,0.066,0.134,0.3,,,0.3299,False,0.3,2439,
4,in_the_wild,ours_gmmq,1,0.1286,0.0848,0.1723,0.3,0.0,0.14309,0.3299,False,0.3,1686,
4,in_the_wild,ours_gmmq,2,0.1571,0.1037,0.2106,0.3,0.0,0.09532,0.3299,False,0.3,1888,
4,in_the_wild,ours_gmmq,3,0.1857,0.1225,0.2489,0.3,0.0,0.02626,0.3299,False,0.3,2230,fixed_E
4,asvspoof2019,ours_gmmq,0,0.1,0.0605,0.1395,0.3,,,0.3024,False,0.3,3221,
4,asvspoof2019,ours_gmmq,1,0.1286,0.0778,0.1794,0.3,0.0,0.15039,0.3024,False,0.3,2544,
4,asvspoof2019,ours_gmmq,2,0.1571,0.095,0.2192,0.3,0.0,0.05012,0.3024,False,0.3,1896,
4,asvspoof2019,ours_gmmq,3,0.1857,0.1123,0.2591,0.3,0.0,0.04301,0.3024,False,0.3,2236,fixed_E
5,arabic,ours_gmmq,0,0.1,0.0334,0.1666,0.3,,,0.1669,False,0.3,2294,
5,arabic,ours_gmmq,1,0.1286,0.0429,0.2142,0.3,0.0,0.25463,0.1669,False,0.3,1551,
5,arabic,ours_gmmq,2,0.1571,0.0524,0.2618,0.3,0.0,0.0924,0.1669,False,0.3,1886,
5,arabic,ours_gmmq,3,0.1857,0.062,0.3094,0.3,0.0,0.05017,0.1669,False,0.3,2233,fixed_E
5,dataset2,ours_gmmq,0,0.1,0.1135,0.0865,0.3,,,0.5677,False,0.3,913,
5,dataset2,ours_gmmq,1,0.1286,0.146,0.1112,0.3,0.0,0.33787,0.5677,False,0.3,1022,
5,dataset2,ours_gmmq,2,0.1571,0.1784,0.1359,0.3,0.0,0.01243,0.5677,False,0.3,1251,
5,dataset2,ours_gmmq,3,0.1857,0.2109,0.1606,0.3,0.0,0.02823,0.5677,False,0.3,1478,fixed_E
5,in_the_wild,ours_gmmq,0,0.1,0.0704,0.1296,0.3,,,0.3518,False,0.3,1309,
5,in_the_wild,ours_gmmq,1,0.1286,0.0905,0.1667,0.3,0.0,0.02777,0.3518,False,0.3,1564,
5,in_the_wild,ours_gmmq,2,0.1571,0.1106,0.2037,0.3,0.0,0.03009,0.3518,False,0.3,1894,
5,in_the_wild,ours_gmmq,3,0.1857,0.1307,0.2408,0.3,0.0,0.05338,0.3518,False,0.3,2229,fixed_E
5,asvspoof2019,ours_gmmq,0,0.1,0.0563,0.1437,0.3,,,0.2813,False,0.3,3139,
5,asvspoof2019,ours_gmmq,1,0.1286,0.0723,0.1848,0.3,0.0,0.18577,0.2813,False,0.3,1949,
5,asvspoof2019,ours_gmmq,2,0.1571,0.0884,0.2259,0.3,0.0,0.02365,0.2813,False,0.3,1917,
5,asvspoof2019,ours_gmmq,3,0.1857,0.1045,0.2669,0.3,0.0,0.0081,0.2813,False,0.3,2237,fixed_E
6,arabic,ours_gmmq,0,0.1,0.1061,0.0939,0.3,,,0.5306,False,0.3,1203,
6,arabic,ours_gmmq,1,0.1286,0.1364,0.1207,0.3,0.0,0.39172,0.5306,False,0.3,1544,
6,arabic,ours_gmmq,2,0.1571,0.1668,0.1475,0.3,0.0,0.07893,0.5306,False,0.3,1887,
6,arabic,ours_gmmq,3,0.1857,0.1971,0.1743,0.3,0.0,0.01514,0.5306,False,0.3,2230,fixed_E
6,dataset2,ours_gmmq,0,0.1,0.0812,0.1188,0.3,,,0.4061,False,0.3,827,
6,dataset2,ours_gmmq,1,0.1286,0.1044,0.1527,0.3,0.0,0.46093,0.4061,False,0.3,1023,
6,dataset2,ours_gmmq,2,0.1571,0.1276,0.1866,0.3,0.0,0.03787,0.4061,False,0.3,1253,
6,dataset2,ours_gmmq,3,0.1857,0.1509,0.2206,0.3,0.0,0.06921,0.4061,False,0.3,1479,fixed_E
6,in_the_wild,ours_gmmq,0,0.1,0.0542,0.1458,0.3,,,0.2712,False,0.3,2772,
6,in_the_wild,ours_gmmq,1,0.1286,0.0697,0.1874,0.3,0.0,0.02744,0.2712,False,0.3,3434,
6,in_the_wild,ours_gmmq,2,0.1571,0.0852,0.229,0.3,0.0,0.03523,0.2712,False,0.3,2905,
6,in_the_wild,ours_gmmq,3,0.1857,0.1007,0.2707,0.3,0.0,0.05856,0.2712,False,0.3,2258,fixed_E
6,asvspoof2019,ours_gmmq,0,0.1,0.0544,0.1456,0.3,,,0.272,False,0.3,2320,
6,asvspoof2019,ours_gmmq,1,0.1286,0.07,0.1872,0.3,0.0,0.37273,0.272,False,0.3,1548,
6,asvspoof2019,ours_gmmq,2,0.1571,0.0855,0.2288,0.3,0.0,0.09765,0.272,False,0.3,1886,
6,asvspoof2019,ours_gmmq,3,0.1857,0.101,0.2704,0.3,0.0,0.03543,0.272,False,0.3,2234,fixed_E
0,arabic,ours_gmmq,0,0.1,0.0458,0.1542,0.3,,,0.2291,False,0.3,1346,
0,arabic,ours_gmmq,1,0.1286,0.0589,0.1982,0.3,0.0,0.30318,0.2291,False,0.3,1546,
0,arabic,ours_gmmq,2,0.1571,0.072,0.2423,0.3,0.0,0.02265,0.2291,False,0.3,1889,
0,arabic,ours_gmmq,3,0.1857,0.0851,0.2863,0.3,0.0,0.05141,0.2291,False,0.3,2232,fixed_E
0,dataset2,ours_gmmq,0,0.1,0.0813,0.1187,0.3,,,0.4064,False,0.3,756,
0,dataset2,ours_gmmq,1,0.1286,0.1045,0.1526,0.3,0.0,0.3519,0.4064,False,0.3,639,
0,dataset2,ours_gmmq,2,0.1571,0.1277,0.1866,0.3,0.0,0.03805,0.4064,False,0.3,778,
0,dataset2,ours_gmmq,3,0.1857,0.1509,0.2205,0.3,0.0,0.01465,0.4064,False,0.3,920,fixed_E
0,in_the_wild,ours_gmmq,0,0.1,0.0362,0.1638,0.3,,,0.1812,False,0.3,3199,
0,in_the_wild,ours_gmmq,1,0.1286,0.0466,0.2105,0.3,0.0,0.02384,0.1812,False,0.3,3668,
0,in_the_wild,ours_gmmq,2,0.1571,0.057,0.2573,0.3,0.0,0.07013,0.1812,False,0.3,2477,
0,in_the_wild,ours_gmmq,3,0.1857,0.0673,0.3041,0.3,0.0,0.08072,0.1812,False,0.3,2235,fixed_E
0,asvspoof2019,ours_gmmq,0,0.1,0.0257,0.1743,0.3,,,0.1283,False,0.3,3495,
0,asvspoof2019,ours_gmmq,1,0.1286,0.033,0.2242,0.3,0.0,0.22145,0.1283,False,0.3,1731,
0,asvspoof2019,ours_gmmq,2,0.1571,0.0403,0.274,0.3,0.0,0.06587,0.1283,False,0.3,1888,
0,asvspoof2019,ours_gmmq,3,0.1857,0.0477,0.3238,0.3,0.0,0.02558,0.1283,False,0.3,2229,fixed_E
1,arabic,ours_gmmq,0,0.1,0.0276,0.1724,0.3,,,0.1379,False,0.3,2241,
1,arabic,ours_gmmq,1,0.1286,0.0355,0.2217,0.3,0.0,0.16812,0.1379,False,0.3,1546,
1,arabic,ours_gmmq,2,0.1571,0.0433,0.2709,0.3,0.0,0.10207,0.1379,False,0.3,1890,
1,arabic,ours_gmmq,3,0.1857,0.0512,0.3202,0.3,0.0,0.04486,0.1379,False,0.3,2233,fixed_E
1,dataset2,ours_gmmq,0,0.1,0.1336,0.0664,0.3,,,0.6681,False,0.3,562,
1,dataset2,ours_gmmq,1,0.1286,0.1718,0.0853,0.3,0.0,0.36289,0.6681,False,0.3,637,
1,dataset2,ours_gmmq,2,0.1571,0.21,0.1043,0.3,0.0,0.03295,0.6681,False,0.3,779,
1,dataset2,ours_gmmq,3,0.1857,0.2482,0.1233,0.3,0.0,0.04977,0.6681,False,0.3,922,fixed_E
1,in_the_wild,ours_gmmq,0,,,,0.3,,,0.0478947554323838,False,0.3,0,tails_merged
1,asvspoof2019,ours_gmmq,0,0.1,0.0178,0.1822,0.3,,,0.0891,False,0.3,3215,
1,asvspoof2019,ours_gmmq,1,0.1286,0.0229,0.2342,0.3,0.0,0.10889,0.0891,False,0.3,1603,
1,asvspoof2019,ours_gmmq,2,0.1571,0.028,0.2863,0.3,0.0,0.07334,0.0891,False,0.3,1886,
1,asvspoof2019,ours_gmmq,3,0.1857,0.0331,0.3383,0.3,0.0,0.08976,0.0891,False,0.3,2230,fixed_E
2,arabic,ours_gmmq,0,0.1,0.0399,0.1601,0.3,,,0.1997,False,0.3,1424,
2,arabic,ours_gmmq,1,0.1286,0.0514,0.2058,0.3,0.0,0.20447,0.1997,False,0.3,1545,
2,arabic,ours_gmmq,2,0.1571,0.0628,0.2515,0.3,0.0,0.01258,0.1997,False,0.3,1889,
2,arabic,ours_gmmq,3,0.1857,0.0742,0.2972,0.3,0.0,0.03866,0.1997,False,0.3,2231,fixed_E
2,dataset2,ours_gmmq,0,0.1,0.1221,0.0779,0.3,,,0.6106,False,0.3,545,
2,dataset2,ours_gmmq,1,0.1286,0.157,0.1001,0.3,0.0,0.41087,0.6106,False,0.3,638,
2,dataset2,ours_gmmq,2,0.1571,0.1919,0.1224,0.3,0.0,0.0122,0.6106,False,0.3,781,
2,dataset2,ours_gmmq,3,0.1857,0.2268,0.1446,0.3,0.0,0.0509,0.6106,False,0.3,920,fixed_E
2,in_the_wild,ours_gmmq,0,,,,0.3,,,0.05691744534662673,False,0.3,0,tails_merged
2,asvspoof2019,ours_gmmq,0,,,,0.3,,,0.059316814085691706,False,0.3,0,tails_merged
